Station Name,Latitude,Longitude,Bikes Available
Hanna Ave / Liberty St,43.63840090000001,-79.4197107,10
Lower Don River Trail and Taylor Creek Trail,43.7027268,-79.33368089999999,17
St Columba Pl / St Clair Ave E,43.70567,-79.310554,14
Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,2
King St E / River St,43.656784782853144,-79.35627385059036,6
Yonge St / Golfdale Rd,43.732016,-79.403637,0
909 Yonge St,43.67515255542865,-79.38849615969643,6
640 Bloor Street E,43.67468857448634,-79.36701962396272,0
York University (Glendon Campus) - SMART,43.727365488246306,-79.3814254607724,0
1303 Yonge St - SMART,43.6846177,-79.39245919999999,0
York University Station (South) - SMART,43.77345,-79.5002,1
Woodbine Subway Station,43.686442,-79.313404,0
Spadina Ave / Sussex Ave - SMART,43.66402799999999,-79.40297869999999,12
Simcoe St / Queen St W,43.65049,-79.3873,23
Bathurst St / Front St W,43.64134790000001,-79.4013882,22
Bay St / Harbour St (East),43.64215,-79.377,1
East Liberty St / Western Battery Rd,43.6392777,-79.4115736,11
King St W / Brant St,43.645102,-79.39744979999999,20
Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726,6
High Park Blvd / Parkside Dr,43.644887,-79.45641169999999,4
20 Eaton Ave,43.680012,-79.34403250000001,10
Fort York Blvd / Garrison Rd,43.637381,-79.406112,4
Housey St / Dan Leckie Way,43.63811,-79.397877,24
1525 Dundas St W,43.64957,-79.432446,3
85 Lee Ave,43.6700692,-79.2971326,17
Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999,2
Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,13
Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,4
St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,0
Wellington St W / Stafford St,43.6409957,-79.40966630000001,13
111 Broadview Ave,43.6593483,-79.34993659999999,7
Christie St / Dupont St,43.67168,-79.421192,1
Richmond St E / Jarvis St Green P,43.652634,-79.374222,13
Bathurst St / Dundas St W,43.6519501,-79.4060978,6
Oak St / Sackville St,43.6613642,-79.3641171,3
24 Mountjoy Ave,43.6808774,-79.3304491,2
Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,13
Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,13
Lower Jarvis St / The Esplanade,43.6478206,-79.3704721,15
Coronation Park (Martin Goodman Trail),43.635495,-79.40352209999999,17
101 Cedarvale Ave,43.6868681,-79.3110942,4
St Clair Ave W / Oakwood Ave,43.678177,-79.435364,1
Beltline Trail / Yonge St,43.6962302,-79.39504339999999,2
Shaw St / Essex St - SMART,43.667076,-79.425116,0
St Clair Ave W / Robina Ave,43.68005,-79.43469,0
Joseph J Piccininni Community Centre,43.675648,-79.4527619,1
11 Spadina Rd,43.6677246,-79.4041365,1
Vanauley St / Queen St W - SMART,43.648437,-79.39838,3
Sherbourne St / Wellesley St E,43.6673,-79.374,2
Queen St W / Bay St (City Hall),43.6517925,-79.38269509999999,4
Queen St W / Roncesvalles Ave,43.6372958,-79.4423237,16
Havelock St / Dewson St,43.6554793,-79.4302462,6
St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,0
Queen St W / Shaw St,43.6442457,-79.41610440000001,22
York University Station (North),43.7741,-79.5005,3
Spadina Rd / St.Clair Ave West,43.683979,-79.410657,0
Spadina Ave / Adelaide St W,43.6472019,-79.3953394,3
Cherry St / Mill St,43.6513927,-79.35794659999999,11
Jarvis St / Maitland Pl,43.6647688,-79.3772602,0
Temperance St / Bay St,43.6506,-79.381285,11
Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,15
Randolph Ave / Perth Ave,43.6585504,-79.4497659,8
Wolseley St / Augusta Ave,43.6484201,-79.40051919999999,25
Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,8
Niagara St / Portland St,43.6425791,-79.40011729999999,7
Church St / The Esplanade,43.6469251,-79.3733192,15
King St W / Portland St,43.644395,-79.40065430000001,5
Widmer St / King St W,43.6463574,-79.391206,5
Wellesley St E / Parliament St,43.6682342,-79.3702641,0
Yonge St / Macpherson Ave,43.6791876,-79.39071899999999,1
Davenport Rd / Bedford Rd,43.674446,-79.398331,4
265 Armadale Ave,43.6501644,-79.48296909999999,3
St. Joseph St / Bay St - SMART,43.6658804,-79.38761010000002,0
Victoria Park Ave / Kingston Rd,43.68035,-79.28357,1
Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,7
Highview Ave / Kennedy Rd,43.702418581463505,-79.2563167072858,2
Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,4
Birchcliff Ave / Kingston Rd,43.691688,-79.265027,5
Kingston Rd / Glen Everest Rd,43.697490048103,-79.25655146462776,9
Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,1
Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,14
Danforth Ave / Warden Ave,43.6950192,-79.27180659999999,10
Eglinton Ave W / Gilbert Ave,43.69263249999999,-79.4627536,0
Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,15
Eglinton Ave W / Prospect Cemetery,43.69415,-79.45782580000001,1
Marlee Ave / York Beltline Trail,43.70163,-79.44099,2
Bert Robinson Park,43.688028,-79.460265,6
Rogers Rd / Prospect Cemetery,43.68323,-79.455765,3
Eglinton Ave W / Ennerdale Rd,43.69466,-79.45376999999999,0
Chester Subway Station,43.6784834,-79.3513564,1
Bloor St W / Old Mill Trl,43.65016869999999,-79.4963345,4
Wendover Rd / Bloor St W (Green P),43.6492,-79.50601999999999,1
Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,1
1926 Lake Shore Blvd W,43.6357643,-79.4674917,12
36 Park Lawn Rd,43.62369169999999,-79.4838132,15
Howard Park Ave / Parkside Dr,43.648657,-79.458111,3
Ted Rogers Way / Bloor St E,43.671293,-79.380471,0
Walter Saunders Park,43.699327072589426,-79.4493630391668,0
Park Lawn Rd / Berry Rd,43.63560589999999,-79.4934616,7
Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452,3
Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777,6
Grand Avenue Park,43.62313,-79.4918,10
The Pond Rd / Shoreham Dr,43.772445,-79.511912,2
Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,11
Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,4
Moss Park,43.655972,-79.370638,0
York St / Lake Shore Blvd W,43.641952,-79.380723,14
St. Andrew's Playground Park,43.646552,-79.399586,11
College St / Henry St ,43.6591529,-79.3947953,0
Emerson Ave / Bloor St W,43.659055,-79.440764,3
Sherbourne St / Isabella St,43.669576,-79.375961,2
Victoria Park Ave / Dawes Rd,43.706466,-79.29511,7
Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,13
Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,10
St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077,9
Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,7
Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,2
Toronto Eaton Centre (Yonge St) - SMART,43.655431,-79.380653,9
Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,5
Lake Shore Blvd W / Brow Dr,43.59119994025076,-79.54449133041076,7
25 Booth Ave,43.6544839,-79.34105699999999,13
Spadina Ave / Sullivan St,43.65082785552666,-79.39698099821702,21
St. Clair Ave W / Osler St,43.673843560032594,-79.46092618902435,4
Simcoe St / King St W,43.647508351306186,-79.38604436555764,0
Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,6
Grenoble Dr / Deauville Ln,43.71649675774656,-79.33089439933623,0
Grenoble Dr / Vendome Pl,43.715537998967406,-79.32811427663442,2
Thorncliffe Park Dr / Leaside Park Trail,43.70400405297843,-79.34807015078738,3
Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776,5
165 McRae Dr,43.70656159598004,-79.36781965092621,8
75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946,4
Mount Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,1
St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,0
HTO Park (Queens Quay W),43.63796,-79.387502,18
Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,11
Huron St / Harbord St,43.6637,-79.400053,2
Ward St / Wallace Ave,43.662857,-79.44618,0
Starspray Blvd / Lawrence Ave E,43.788319,-79.123505,9
The Well,43.643025055165865,-79.39430137761319,17
60 Carl Hall Rd - SMART,43.7482972,-79.47570569999999,0
HTO Park West,43.63737145931921,-79.38976958703309,28
Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,7
Downsview Park Subway Station - SMART,43.753107,-79.479626,5
Keele St / Dovehouse Ave - SMART,43.7494501,-79.4869662,1
Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,12
Queens Quay E / Lower Jarvis St ,43.64392767366328,-79.3687301736982,16
Phoebe St / Spadina Ave,43.650033,-79.396555,10
Lynn Williams St / Pirandello St ,43.639124514797004,-79.41423166721611,12
Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,1
College St / Huron St,43.658148,-79.398167,5
Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,12
Spadina Rd / Austin Terrace,43.67883,-79.408723,0
York St / Queens Quay W,43.640132,-79.380464,52
Front St W / University Ave (1),43.6451635,-79.3831757,14
Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392,2
Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,0
Wellesley Station Green P,43.66496415990742,-79.38355031526893,2
York St / Harbour St (Love Park),43.640741,-79.3798521,2
Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181,0
Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,25
Simcoe St / Dundas St W - SMART,43.655103,-79.389295,1
College St / Markham St,43.6563888888889,-79.4091666666667,5
Sunnyside - Gus Ryder Pool,43.637894,-79.454823,21
High Park - West Rd,43.6525077,-79.4654233,1
Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,9
Front St E / Cherry St,43.652686,-79.358395,12
519 Church St  - SMART,43.666850777484896,-79.38114574756837,0
Dundas St E / River St,43.661152,-79.358505,6
Shuter St/River St,43.659296,-79.358035,6
Madison Ave / Bloor St W,43.667158,-79.402761,2
Danforth Ave / Danforth Rd,43.69362206784152,-79.27710529695892,13
Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,2
King St W / Jameson Ave - SMART,43.63735795888104,-79.43617975886079,3
Parkcrest Dr / Kingston Rd,43.73596719224253,-79.21995221481933,5
Scarborough Soccer Centre,43.7154661,-79.2876595,4
Lansdowne Ave / Seaforth Ave ,43.642904395956684,-79.43746059447746,2
Danforth Rd / Birchmount Rd ,43.70688,-79.26850999999999,0
Pharmacy Ave / Teesdale Pl,43.697356080874876,-79.28528711019696,13
Yonge St / Montgomery Ave - SMART,43.70960859570095,-79.39915125005619,1
552 Birchmount Rd,43.71176278859601,-79.27028152889692,3
Highfield Rd / Gerrard St E,43.671771,-79.324961,17
Eastgate Ct / Pharmacy Ave ,43.7110442448186,-79.29127313845584,3
Firvalley Ct / Warden Ave,43.7032112,-79.2787149,2
Midland Ave / Kingston Rd,43.7128578,-79.2487086,2
Bellamy Rd S / Kingston Rd,43.7323277855009,-79.22496619876934,13
Avenue Rd / Cumberland St ,43.669821695059376,-79.39444614603269,4
High Park Amphitheatre,43.645653,-79.464366,12
High Park Outdoor Pool,43.649217,-79.465319,4
Fenwood Ht / Kingston Rd,43.72690169821676,-79.22920396582664,14
Avenue Rd / Macpherson Ave ,43.67794376009951,-79.39836278587889,4
Dufferin St / Queen St W,43.64309687937765,-79.42875613770637,2
Bay St / Dundas St W,43.655350778457056,-79.38345966759798,22
Shaw St / King St W,43.6412561641921,-79.41502994047545,14
Portland St / Queen St W,43.6476,-79.4015,13
Yonge St / Merton St ,43.6962750705313,-79.39629396191867,0
Soudan Ave / Yonge St ,43.70430959999999,-79.3972815,1
Avenue Rd / Oxton Ave ,43.69711160305226,-79.40537298227844,0
1612 Danforth Ave ,43.68370788065334,-79.32262453633884,6
75 Holly St - Green P,43.7063279,-79.3962499,0
Adelaide St W / Brant St - SMART,43.64600446255825,-79.39877642209015,15
Lisgar St / Queen St W - SMART,43.64299174164139,-79.42355911563249,14
Leslie St / Commissioners St  ,43.657275497390124,-79.32661544194183,16
Greenwood Ave / Sammon Ave,43.68698672516659,-79.33478198280334,4
Lansdowne Subway Station,43.65922918158098,-79.44320901022282,4
Warden Subway Station,43.71161098023304,-79.28055565662231,1
Kingston Rd / Scarborough Golf Club Rd,43.74531103700256,-79.20970650787817,7
Wellington St W / Bay St,43.647259,-79.379878,1
Greenwood Ave / Gerrard St E,43.67036917803197,-79.32782698645094,14
Simcoe St / Wellington St W South,43.6458569,-79.3853654,4
George St / King St E,43.6509552,-79.3707,10
Dundas St W / Crawford St,43.649722,-79.416944,42
Ossington Ave / Bruce St,43.64570236705167,-79.41933192053696,11
Bloor St W / Balmuto St,43.66981064282057,-79.38801106873031,0
Temperance St. Station,43.65074822310989,-79.38013325933063,1
Parliament St / Aberdeen Ave,43.665278,-79.368333,4
Chatham Ave / Byron Ave,43.6798678328407,-79.33424613862303,8
Wakunda Pl / O'Connor Dr,43.71602024377182,-79.3047092517501,4
Tiago Ave / Westview Blvd,43.71101621552703,-79.30675743891624,2
Plaxton Dr / St Clair Ave E,43.70751755961952,-79.30252066313936,3
Victoria Park Ave / Edge Park Ave,43.717678679534906,-79.29961580314475,1
Galbraith Rd / King's College Rd,43.6603874468082,-79.39537831814152,0
Exhibition GO Station,43.6352007,-79.4187711,4
Princes Gate / Nunavut Dr,43.6333523484014,-79.41436313073005,7
800 Fleet St,43.636804,-79.408832,26
